CS105,What class are you filling out this survey for? Select all that apply.,What is your current class standing?,Are you a transfer student?,"What is your major/minor? (If your major is not listed, please write it in ""Other.."")",What was the reason (or reasons) you chose CS (CSBA) or DS as your major or minor?,"Have you ever thought about changing your major? If so, what were the reasons? Choose all that apply.",What is your current cumulative GPA?,What is your age?,What is your height (in inches)?,What is your ethnicity?,What gender do you identify as?,Select ALL that you identify with:,How many languages can you speak (not programming languages),What is your preferred domain of interest in Computer Science?,What is your second most preferred domain of interest in Computer Science?,How much free time would you say you have a day on average?,How many hours of strenuous exercise do you do per week on average?,How many times do you go to the gym per week on average?,Rate your overall mental health.,Rate the change in your physical activity levels during the pandemic. ,Which health and safety practices have you adopted during the pandemic? ,How long does it take for you to fall asleep?,"After your last meal/snack of the day, how many hours do you stay awake before you sleep? ",How many hours of sleep do you need to feel rested? ,How many hours of sleep do you get on average during college?,How many meals do you typically eat per day? ,"On average, how much water do you drink per day?",How often do you eat breakfast?,"On average, how would you describe your energy levels throughout the day? ",How tired do you usually feel when waking up?,How often do you consume caffeinated beverages?,What types of caffeinated drink do you consume? Choose all that apply. ,"What is your daily caffeinated drink intake?
(For reference, a ""small"" Red Bull is 8.4oz and ""medium"" Starbucks Grande is 16oz)","Do you currently live in a house, apartment, or dorm?",How many people live in your household?,Who do you live with during the quarter?,Who do you live with during breaks?,How have your social interactions changed during the Covid-19 pandemic?,What forms of new social engagement did you have during the Covid-19 pandemic?,How many hours a week do you spend cooking/prepping meals for yourself?,How many times a week do you eat out?,How much do you spend on eating out per week on average?,"Of these options, which do you spend the most on financially?","On a scale of 1-5, 1 being bad and 5 being great, how well do you consider yourself at cooking?",What food allergies do you have? Choose all that apply: ,"Out of these options, what best motivates you to donate blood (or if it is not included in this list, explain in ""Other"")?","Out of these options, what hinders you the most from donating blood (or if it is not included in this list, explain in ""Other"")?",How do you get to school?,How far is your commute to UCR (in miles)?,How long does your daily commute to UCR usually take (in minutes)?,How many days per week do you commute to UCR?,How many AP classes did you take in high school? ,How many units are you registered for this quarter? ,How many times per week are you late to lectures? ,How often do you feel unprepared for a class due to not understanding the material? ,Do you study individually or in a group? ,How many hours a week do you spend studying?,What study techniques do you use? Choose all that apply.,How often do you feel stressed about completing an assignment?,"How much do you agree with this statement: ""My grades would be better if I could study more instead of having to work?""","On a scale of 1-5, how well do you learn in class?",What would you consider the average length of time you can stay focused in class? ,How often do you go on your phone or talk to your friends during class? ,"How often do you find it difficult to focus in class due to external distractions (e.g., noise, temperature, seating)?",Do you agree that attending office hours has or would have helped your grade? ,How many times have you attended office hours for your hardest class so far this quarter? ,Do you believe that you suffer from imposter syndrome?,How many times have you applied for a job/internship before you got a response back? ,Around what time of the year do you apply to jobs/internships the most?,Which AI tool do you primarily use?,How frequently do you use ChatGPT or other AI language models?,What types of tasks do you normally use ChatGPT or another AI language model to complete?,"On a scale of 1-10, how afraid are you about A.I could reduce your job opportunities? (1 being not afraid at all and 10 being extremely afraid)",What was your main hobby during high school? ,What hobbies/activities outside of general education did you enjoy before you entered college? Choose all that apply.,What hobbies/activities outside of general education do you enjoy now during college? Choose all that apply.,Approximately how many hours a week on average do you spend on these hobbies/this hobby now during college?,How many campus clubs/organizations are you involved in? ,"How many hours a week do you spend on all extracurriculars (work, clubs, research, sports, etc.)? ",Which Computer Science-related extracurricular activities have you participated in? (Select all that apply),"What are your favorite music genres? List them from most favorite to least favorite (e.g. rock, pop, country... put at least 3 genres, but there's no limit).","What does music make you feel like? Your response should be limited to 5 single words separated by commas (e.g. awesome, relaxed, happy, calm, fun).","How much do you go out of your way to find new music? [1 to 5; 1 is ""I am comfortable with my music as is""; 3 is ""I have a 50-50 mix of listening to familiar music and new music""; 5 is ""I mostly listen to new music""]"
10/30/2024 19:15:35,CS10C,Sophomore,No,Data Science major,"Interest in technology and problem-solving, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators",I found the coursework too challenging or overwhelming.,2.50 - 2.99,18 - 20,69,Asian,Male,In-State Student,1,Data Science,Cybersecurity,4 - 6 hours,2 - 3 hours,5 - 6 times,3,1,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,Less than 1 hour,8 - 9 hours,6 - 7 hours,2,Less than 1 liter (about 34 oz),Rarely (once a month or less),2,2,Once per week,"Tea, Energy drink",Less than 12 oz (about 1 cup),Apartment,4,Friends,Family,No change,Social media,1 - 2 hours,3 - 4 times,$25 - $30,I am not sure.,3,No food allergies,"N/A, I don't donate blood",Fear of needles,Walk,2,15,0 days (I do not commute to school),3 - 5,16,0 - 1 lectures,Often,Individually,0 - 5 hours,Reviewing lectures,Somewhat stressed,"N/A, I don't have to work",3,20 - 40 mins,Rarely,Rarely,Agree,Weekly to biweekly,Very Strongly,4 - 6,Fall,ChatGPT,Once a week,"Help with Studying, Summarizing an assignment (break down concepts, outline problems, etc.)",7,Playing musical instruments,Gaming,"Gaming, Playing/Doing some kind of sport or martial art",3,0,0 - 5 hours,None - I have not participated in such activities,"Pop, Rnb, bossa nova","relaxed, energized, motivated, calm, happy",2
10/30/2024 19:16:27,CS105,Senior,No,CS or DS minor,Strong job prospects and high earning potential,"N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,60,White,Female,"In-State Student, ",2 - 3,Databases,Data Science,<= 3 hours,0 -1 hours,"0, I don't go to the gym",1,5,"Hand washing, Social distancing",60+ minutes,Less than 1 hour,Less than 5 hours,0 - 3 hours,2,3 - 4 liters (about 102-135 oz),Occasionally (1 - 3 times a week),1,1,Once per day,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),Apartment,2,Friends,Family,Decreased slightly,"Virtual meetups, Outdoor activities",3 - 4 hours,"0 times, I don't eat out","$0, I don't eat out","Housing (rent/mortgage, utilities)",2,No food allergies,"N/A, I don't donate blood",Im not eligible to donate,Walk,1.6,20,5 days,3 - 5,15,0 - 1 lectures,Often,Individually,16 - 20 hours,"Reviewing lectures, Writing notes, Mnemonics",Very stressed,"N/A, I don't have to work",3,20 - 40 mins,Never,Rarely,Agree,Never,Strongly,4 - 6,Winter,ChatGPT,Rarely/Never,"Research-related cases, Summarizing an assignment (break down concepts, outline problems, etc.)",7,Reading Books,"Reading, Knitting/Sewing, engaging in some kind of handmade craft","Knitting/Sewing, engaging in some kind of handmade craft, Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",3,2,0 - 5 hours,None - I have not participated in such activities,"Rock, jazz, pop","Centered, happy, imersed, calm, safe",3
10/30/2024 19:20:27,CS10C,Sophomore,No,Mathematics major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators","I realized I’m more passionate about another field., I found the coursework too challenging or overwhelming., The current major isn’t meeting my career goals.",3.00 - 3.33,18 - 20,66 inches,Asian,Female,"First Generation Student, In-State Student",2 - 3,Data Science,Software Engineering,<= 3 hours,0 -1 hours,"0, I don't go to the gym",2,3,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,3 - 5 hours,8 - 9 hours,6 - 7 hours,3,Less than 1 liter (about 34 oz),Most days (4 - 6 times a week),2,2,Once per week,Tea,12-24 oz (1 - 2 cups),House,4,Friends,Family,Increased slightly,"Virtual meetups, Social media",7 - 8 hours,1 - 2 times,$15 - $20,"Personal items (clothes, cosmetics)",3,No food allergies,"N/A, I don't donate blood",Fear of needles,Car,5 miles,15 minutes,5 days,0 - 2,17,0 - 1 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes, flashcards",Not very stressed,"N/A, I don't have to work",4,0 - 20 mins,Often,Often,Neutral,Never,Moderately,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,A couple times a week,"Help with Studying, Error-finding (spelling, debugging, etc.)",7,handicraft,"Gaming, Knitting/Sewing, engaging in some kind of handmade craft, Art (Music, Dance, Creative art)","Cooking and Baking, Knitting/Sewing, engaging in some kind of handmade craft, Music and Performing Arts (playing instruments, singing, acting, dancing), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",5 hours,0,0 - 5 hours,None - I have not participated in such activities,"indie music, korean rap, korean rock, japanese rock, ","comfortable, calm, chill, happy, focused",3
10/30/2024 19:21:38,CS111,Junior,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators","N/A, I have never thought about changing my major.",3.34 - 3.66,20 - 22,75,Hispanic or Latino,Male,"First Generation Student, In-State Student",2 - 3,Game Development,Algorithms,<= 3 hours,0 -1 hours,"0, I don't go to the gym",2,2,Hand washing,30 - 45 minutes,Less than 1 hour,6 - 7 hours,4 - 5 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),3,2,Once per day,"Coffee, Energy drink",12-24 oz (1 - 2 cups),House,6,Family,Family,Increased slightly,"Virtual meetups, Social media, Outdoor activities","0 hours, I don't cook or prep meals",More than 9 times,More than $40,Groceries/Food,3,Shellfish,"N/A, I don't donate blood",Nothing,Car,12,40,5 days,6 - 8,18,2 - 3 lectures,Often,Group-study,6 - 10 hours,"Reviewing lectures, Group studying",Very stressed,Strongly agree,4,40 - 60 mins,Sometimes,Often,Agree,Weekly to biweekly,Strongly,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,A couple times a week,"Help with Studying, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",7,Solving logic puzzles,Gaming,"Gaming, Reading, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",4,0,0 - 5 hours,Tech-related volunteer work or internships,"Pop, rock, and corridos","Relaxed, locked-in, sad",3
10/30/2024 19:29:22,CS10C,Sophomore,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators, One or more of my family members or friends work in this area","I am a returning student to UCR after taking 12 years off of school. I was previously a bioengineering major and was dismissed from UCR at that time. I ended up taking a coding bootcamp in full-stack web development back in 2020 and after not being able to land a job after 18 months of searching, I decided I wanted to pursue a degree in computer science.",2.00 - 2.49,26+,"5'10""","White, Both of my parents are Egyptian",Male,First Generation Student,2 - 3,"Machine Learning, Data Mining, NLP, AI",Web Development,<= 3 hours,4 - 5 hours,3 - 4 times,4,2,Hand washing,30 - 45 minutes,1 - 3 hours,6 - 7 hours,5 - 6 hours,2,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),3,2,Once per day,"Coffee, Energy drink",25-48 oz (2 - 4 cups),House,3,Family,Family,No change,None,3 - 4 hours,3 - 4 times,$35 - $40,"Transportation (gas, car maintenance, public transit)",3,No food allergies,Altruism,Nothing,Car,25,70,3 - 4 days,3 - 5,12,0 - 1 lectures,Rarely,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Strongly agree,4,60 - 80 mins,Sometimes,Rarely,Neutral,Never,Somewhat,4 - 6,Winter,ChatGPT,A couple times a week,"Help with Studying, Error-finding (spelling, debugging, etc.)",5,I am active in the crypto space creating websites and learning about innovations in the space.,"Gaming, Playing/Doing some kind of sport or martial art","Playing/Doing some kind of sport or martial art, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",4-6,0,0 - 5 hours,None - I have not participated in such activities,"Alternative Rock, House Music, Techno, Trance","focused, inspired, energetic, relaxed, happy",3
10/30/2024 19:38:43,CS111,Sophomore,No,Undeclared,"N/A, I am neither a CS or DS major/minor",Well yeah I'm still undeclared.,3.34 - 3.66,18 - 20,65,Asian,Transfem,In-State Student,2 - 3,Not sure,Not sure,7 - 10 hours,0 -1 hours,"0, I don't go to the gym",1,1,"Wearing masks, Hand washing, Social distancing, Vaccination",60+ minutes,More than 8 hours,8 - 9 hours,6 - 7 hours,1,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),4,2,Multiple times per week,Tea,25-48 oz (2 - 4 cups),Apartment,3,Neither,Family,Decreased significantly,"Virtual meetups, Social media","0 hours, I don't cook or prep meals",5 - 6 times,$25 - $30,"Housing (rent/mortgage, utilities)",2,Milk,"N/A, I don't donate blood",Fear of needles,Car,2,20,More than 5 days (Weekend classes/clubs/meetings),3 - 5,13,0 - 1 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Very stressed,"N/A, I don't have to work",2,40 - 60 mins,Sometimes,Often,Agree,Never,I'm Not Sure,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Rarely/Never,for fun to feel like I'm better than an AI in some things lol,4,Playing musical instruments,"Gaming, Reading, Art (Music, Dance, Creative art)","Gaming, Reading",7,0,6 - 10 hours,None - I have not participated in such activities,"rock, hyperpop (yes unironically), beatboxing (though that's multiple genres actually)","good, calm, depends on the music",2
10/30/2024 19:43:12,CS10C,Junior,Yes,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential","I realized I’m more passionate about another field., I wanted a major that aligns better with my personal values or lifestyle.",3.00 - 3.33,22 - 24,"5, 5",Hispanic or Latino,Male,First Generation Student,2 - 3,Software Engineering,Game Development,<= 3 hours,More than 5+ hours,5 - 6 times,3,4,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,7 - 8 hours,5 - 6 hours,3,2 - 3 liters (about 68-102 oz),Rarely (once a month or less),2,3,Once per day,"Tea, Energy drink",Less than 12 oz (about 1 cup),House,6,Family,Family,No change,"Virtual meetups, Social media, Outdoor activities",1 - 2 hours,3 - 4 times,$35 - $40,I am not sure.,4,No food allergies,"N/A, I don't donate blood",Nothing,Skate,50,60,3 - 4 days,0 - 2,13,2 - 3 lectures,Rarely,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,3,40 - 60 mins,Sometimes,Rarely,Strongly agree,Occasionally,I'm Not Sure,0,"N/A, I haven't applied to any jobs/internships",ChatGPT,A couple times a week,"Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Research-related cases",9,Playing musical instruments,"Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Music and Performing Arts (playing instruments, singing, acting, dancing)",5,0,0 - 5 hours,None - I have not participated in such activities,Everything not country ,Calm,5
10/30/2024 19:47:09,"CS111, CS10C",Junior,No,Mechanical Engineering,"Interest in technology and problem-solving, Strong job prospects and high earning potential","I realized I’m more passionate about another field., I wanted a major that aligns better with my personal values or lifestyle.",Prefer not to say,20 - 22,72,"Asian, Black",Male,Second Generation Student,1,Software Engineering,Networks,<= 3 hours,More than 5+ hours,3 - 4 times,1,1,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,7 - 8 hours,5 - 6 hours,3,More than 4 liters (about 135 oz),Occasionally (1 - 3 times a week),1,1,I don't consume them at all,None,0 oz,House,3,Family,Family,Decreased slightly,Virtual meetups,3 - 4 hours,"0 times, I don't eat out",I am not sure.,Groceries/Food,4,"Tree nuts, Peanuts","N/A, I don't donate blood",Nothing,Car,16,30,3 - 4 days,More than 8,13,0 - 1 lectures,Very often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Very stressed,Disagree,3,20 - 40 mins,Sometimes,Rarely,Neutral,Never,Strongly,4 - 6,Winter,ChatGPT,Rarely/Never,"Help with Studying, Personal Use, Research-related cases, Summarizing an assignment (break down concepts, outline problems, etc.)",6,Sound Engineering,"Gaming, Volunteering","Gaming, Cooking and Baking, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",6,2,11 - 15 hours,None - I have not participated in such activities,"Hip-hop, R&B, Lo-Fi, Afrobeats","Hyped, Peaceful, Somber, Zen, Locked-In",3
10/30/2024 19:47:26,CS105,Graduate,No,CS major,Interest in technology and problem-solving,I realized I’m more passionate about another field.,3.34 - 3.66,24 - 26,1.7m,Asian,Male,International Student,2 - 3,"Machine Learning, Data Mining, NLP, AI",Software Engineering,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,3,Wearing masks,60+ minutes,3 - 5 hours,9 - 10 hours,7 - 8 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),3,3,Once per week,Tea,Less than 12 oz (about 1 cup),Apartment,4,Friends,Both friends and family,Decreased significantly,None,5 - 6 hours,1 - 2 times,$15 - $20,"Housing (rent/mortgage, utilities)",3,No food allergies,"N/A, I don't donate blood",Inconvenience of locations,Scooter,1,5,More than 5 days (Weekend classes/clubs/meetings),6 - 8,12,0 - 1 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes, Pomodoro, Mind mapping, Mnemonics, Group studying",Very stressed,Strongly agree,2,20 - 40 mins,Rarely,Rarely,Neutral,Weekly to biweekly,Moderately,4 - 6,Summer,ChatGPT,Everyday,"Assignments, Help with Studying, Personal Use, Summarizing an assignment (break down concepts, outline problems, etc.)",5,Reading Books,"Reading, Cooking, Playing/Doing some kind of sport or martial art",Reading,10,0,0 - 5 hours,None - I have not participated in such activities,"rock, pop, country",relaxed,3
10/30/2024 20:19:08,CS105,Junior,No,CS or DS minor,Fascination with data analysis and decision-making,"N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,72,Asian,Male,First Generation Student,2 - 3,"Machine Learning, Data Mining, NLP, AI",Networks,<= 3 hours,4 - 5 hours,3 - 4 times,3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,6 - 7 hours,4 - 5 hours,2,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),3,2,Multiple times per week,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),House,7,Friends,Family,Increased slightly,"Virtual meetups, Social media",3 - 4 hours,5 - 6 times,More than $40,Entertainment,4,Soybeans,"N/A, I don't donate blood",Fear of needles,Car,5,17,5 days,0 - 2,17,4 - 5 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes",Very stressed,Agree,3,40 - 60 mins,Often,Sometimes,Agree,Occasionally,Somewhat,1 - 3,Fall,ChatGPT,Everyday,"Help with Studying, Error-finding (spelling, debugging, etc.)",7,Reading Books,Gaming,Cooking and Baking,2,2,0 - 5 hours,None - I have not participated in such activities,"rap, RnB, indie",relaxed,4
10/30/2024 20:26:17,CS111,Junior,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Pressure from family members, One or more of my family members or friends work in this area",I found the coursework too challenging or overwhelming.,3.00 - 3.33,20 - 22,64 inches,Asian,Female,In-State Student,2 - 3,Game Development,Cybersecurity,<= 3 hours,2 - 3 hours,1 - 2 times,3,1,"Wearing masks, Hand washing, Social distancing, Vaccination",0 - 15 minutes,Less than 1 hour,8 - 9 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),3,2,Once per day,"Tea, Coffee",25-48 oz (2 - 4 cups),Apartment,total 4 (including me),Friends,Family,Increased significantly,"Virtual meetups, Social media",1 - 2 hours,3 - 4 times,I am not sure.,Groceries/Food,3,No food allergies,Altruism,Inconvenience of locations,Walk,less than a mile,20 minutes,5 days,6 - 8,14,2 - 3 lectures,Often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes, Group studying",Very stressed,"N/A, I don't have to work",2,0 - 20 mins,Often,Often,Strongly agree,Occasionally,Strongly,1 - 3,Spring,ChatGPT,A couple times a week,"Assignments, Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",7,Art (drawing and painting),"Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Reading, Playing/Doing some kind of sport or martial art, Knitting/Sewing, engaging in some kind of handmade craft, Creative Arts (painting, drawing, crafting, photography, writing)",2 hours,3+,0 - 5 hours,"Coding Competitions, Computer Science Club","pop, r&b, k-pop, rap","happy, relaxed, illusive, dreamy, calm",2
10/30/2024 20:28:01,CS111,Junior,No,Data Science major,"Fascination with data analysis and decision-making, Encouragement or advice from family members, mentors, or educators, One or more of my family members or friends work in this area","I realized I’m more passionate about another field., I found the coursework too challenging or overwhelming.",2.50 - 2.99,20 - 22,"5'7""","Asian, (Indian Subcontinent)",Male,Second Generation Student,2 - 3,Data Science,"Machine Learning, Data Mining, NLP, AI",Prefer not to say,Prefer not to say,"0, I don't go to the gym",3,2,"Wearing masks, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,8 - 9 hours,7 - 8 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),3,3,Once per week,"Coffee, Energy drink",0 oz,House,6,Friends,Family,Decreased significantly,"Social media, None",7 - 8 hours,3 - 4 times,More than $40,"Housing (rent/mortgage, utilities)",3,No food allergies,"N/A, I don't donate blood",Nothing,Bus,3,45,5 days,6 - 8,13,2 - 3 lectures,Often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes, Pomodoro",Somewhat stressed,"N/A, I don't have to work",3,60 - 80 mins,Always,Rarely,Strongly agree,Seldom,I'm Not Sure,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Everyday,"Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.)",6,Gaming,"Gaming, Reading",Watching sports and Doomscrolling,40+,2,6 - 10 hours,AIS ,"Pop, Rap, OST",Happy,3
10/30/2024 20:32:46,CS111,Junior,No,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications","N/A, I have never thought about changing my major.",3.67 - 4.0,18 - 20,68,Asian,Male,First Generation Student,2 - 3,Software Engineering,Algorithms,<= 3 hours,More than 5+ hours,3 - 4 times,4,2,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,3 - 5 hours,8 - 9 hours,6 - 7 hours,2,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),3,2,Multiple times per week,Coffee,More than 72 oz (over 6 cups),House,5,Neither,Family,Decreased slightly,"Virtual meetups, Social media",5 - 6 hours,7 - 8 times,More than $40,Groceries/Food,5,No food allergies,"N/A, I don't donate blood",Nothing,Scooter,0.4,5,More than 5 days (Weekend classes/clubs/meetings),0 - 2,14,2 - 3 lectures,Often,Individually,11 - 15 hours,Reviewing lectures,Somewhat stressed,Disagree,2,20 - 40 mins,Rarely,Sometimes,Agree,Never,Somewhat,0,Fall,ChatGPT,A couple times a week,"Assignments, Help with Studying, Personal Use",4,Web development/App Design,"Gaming, Reading, Playing/Doing some kind of sport or martial art","Reading, Playing/Doing some kind of sport or martial art",7,2,6 - 10 hours,None - I have not participated in such activities,"classic, rap, country","happy, relaxed, calm, excited, chill",5
